source,target,presence,pct_id_u11,evalue_u11,pct_id_u12,evalue_u12
n34,n36,both,41.6,1.49e-58,41.6,2.01e-54
n34,n4,both,46.2,3.54e-60,46.2,4.77e-56
n34,n41,both,43.5,1.95e-58,43.5,2.63e-54
n34,n42,both,46.0,2.30e-67,46.0,3.10e-63
n34,n43,both,42.1,5.32e-48,42.1,7.17e-44
n34,n44,both,57.4,1.17e-87,57.4,1.58e-83
n34,n45,both,56.4,3.77e-86,56.4,5.08e-82
n34,n46,both,57.4,1.17e-87,57.4,1.58e-83
n34,n47,both,47.1,3.44e-63,47.1,4.63e-59
n34,n5,both,57.6,4.59e-84,57.6,6.19e-80
n34,n50,both,34.8,6.85e-34,34.8,9.23e-30
n34,n51,both,46.8,1.65e-65,46.8,2.22e-61
n34,n52,both,59.0,9.00e-80,59.0,1.08e-75
n34,n53,both,56.1,7.22e-81,56.1,9.73e-77
n34,n54,both,53.1,1.55e-75,53.1,2.09e-71
n34,n55,both,42.6,1.00e-54,43.3,1.18e-50
n34,n56,both,43.3,1.55e-55,44.1,1.83e-51
n34,n57,both,43.3,5.31e-56,44.1,6.28e-52
n34,n58,both,48.5,2.81e-65,48.5,3.78e-61
n34,n59,both,46.1,5.30e-64,44.9,4.18e-60
n34,n6,both,56.9,5.45e-85,56.9,7.23e-81
n34,n60,both,42.8,1.35e-59,42.8,1.82e-55
n34,n61,both,42.8,1.03e-59,42.8,1.39e-55
n34,n62,both,56.7,8.63e-82,56.7,1.16e-77
n34,n64,both,59.7,7.39e-78,59.7,9.95e-74
n34,n66,both,45.2,6.26e-65,45.2,6.46e-61
n34,n67,both,37.2,6.97e-40,37.2,9.39e-36
n34,n68,both,46.0,5.66e-66,46.0,7.63e-62
n34,n69,both,51.9,3.15e-74,51.9,4.25e-70
n34,n7,both,44.5,6.92e-64,44.5,9.32e-60
n34,n70,both,50.5,2.45e-69,50.5,3.30e-65
n34,n71,both,45.8,5.30e-64,45.8,7.14e-60
n34,n72,both,51.4,3.91e-75,52.2,7.35e-73
n34,n73,both,48.2,3.55e-68,48.2,4.78e-64
n34,n74,both,55.3,2.08e-81,55.3,2.80e-77
n34,n75,both,40.2,4.43e-52,40.9,1.28e-50
n34,n76,both,45.5,7.40e-66,45.5,9.96e-62
n34,n77,both,44.9,4.06e-64,44.9,5.46e-60
n34,n78,both,49.7,4.78e-73,49.7,6.44e-69
n34,n79,both,32.7,1.27e-30,32.7,1.71e-26
n34,n8,both,60.3,2.19e-85,60.3,2.94e-81
n34,n80,both,56.7,2.21e-86,56.7,2.98e-82
n34,n81,both,53.4,4.32e-82,53.4,5.81e-78
n34,n82,both,39.4,4.37e-42,39.4,5.88e-38
n34,n83,both,43.8,4.50e-55,43.8,6.06e-51
n34,n86,both,45.2,1.59e-62,45.2,2.14e-58
n34,n87,both,50.0,7.20e-74,50.0,9.70e-70
n34,n88,both,48.8,1.21e-65,48.8,1.64e-61
n34,n89,both,42.2,1.57e-58,42.2,2.01e-54
n34,n9,both,53.4,9.95e-79,53.4,1.34e-74
n35,n37,both,32.4,1.11e-20,32.4,1.49e-16
n35,n84,v11_only,30.4,1.13e-09,,
n35,n85,both,41.2,9.54e-17,41.2,1.28e-12
n36,n4,both,50.5,1.33e-81,50.5,1.69e-77
n36,n40,v12_only,,,30.7,3.82e-21
n36,n41,both,47.8,1.60e-71,47.8,2.16e-67
n36,n42,both,59.1,3.86e-89,59.1,5.19e-85
n36,n43,both,42.4,3.76e-60,42.4,5.07e-56
n36,n44,both,48.9,1.25e-68,48.9,1.69e-64
n36,n45,both,47.7,8.36e-68,47.7,1.13e-63
n36,n46,both,48.9,1.25e-68,48.9,1.69e-64
n36,n47,both,54.5,1.82e-75,54.5,2.45e-71
n36,n5,both,44.7,8.43e-62,44.7,1.14e-57
n36,n51,both,60.1,1.19e-106,60.6,2.48e-103
n36,n52,both,47.7,4.86e-69,47.7,6.54e-65
n36,n53,both,49.2,8.00e-72,49.2,1.08e-67
n36,n54,both,47.2,3.83e-66,47.2,5.16e-62
n36,n55,both,47.0,5.49e-65,47.0,7.40e-61
n36,n56,both,47.6,1.71e-66,47.6,2.30e-62
n36,n57,both,47.2,5.99e-66,47.2,8.07e-62
n36,n58,both,41.9,6.40e-57,41.9,8.62e-53
n36,n59,both,55.7,1.19e-95,55.7,1.60e-91
n36,n6,both,50.2,4.57e-68,50.2,6.15e-64
n36,n60,both,62.6,1.12e-104,62.6,1.50e-100
n36,n61,both,62.1,5.49e-104,62.1,7.39e-100
n36,n62,both,50.0,1.43e-68,50.0,1.92e-64
n36,n64,both,49.4,7.56e-69,49.4,8.44e-65
n36,n66,both,56.5,1.42e-104,56.5,1.91e-100
n36,n67,both,40.2,5.83e-45,40.2,7.85e-41
n36,n68,both,58.0,9.84e-106,58.0,1.33e-101
n36,n69,both,46.6,2.77e-62,46.6,3.73e-58
n36,n7,both,55.5,4.57e-103,55.5,6.16e-99
n36,n70,both,50.7,7.81e-74,50.7,1.05e-69
n36,n71,both,57.7,5.50e-101,57.7,7.40e-97
n36,n72,both,43.4,9.56e-64,43.4,1.29e-59
n36,n73,both,44.9,6.25e-60,44.9,8.42e-56
n36,n74,both,49.1,1.40e-69,49.1,1.88e-65
n36,n75,both,49.8,2.43e-67,49.8,2.95e-63
n36,n76,both,54.4,4.76e-100,54.4,6.41e-96
n36,n77,both,54.5,1.48e-101,54.5,1.99e-97
n36,n78,both,40.1,1.88e-61,45.7,6.83e-61
n36,n79,v11_only,30.0,4.53e-28,,
n36,n8,both,48.1,2.68e-67,48.1,3.62e-63
n36,n80,both,48.1,1.06e-67,48.1,1.43e-63
n36,n81,both,48.0,3.75e-68,48.0,5.05e-64
n36,n82,both,37.2,7.13e-43,37.2,9.60e-39
n36,n83,both,38.4,4.04e-46,38.4,5.44e-42
n36,n86,both,60.4,2.77e-99,60.4,3.73e-95
n36,n87,both,43.5,5.25e-62,43.5,7.07e-58
n36,n88,both,44.9,5.11e-56,44.9,6.89e-52
n36,n89,both,56.3,5.70e-101,56.0,4.50e-97
n36,n9,both,43.5,1.25e-63,43.5,1.68e-59
n37,n39,both,35.4,2.57e-38,35.4,3.46e-34
n37,n42,v11_only,30.4,5.91e-06,,
n37,n49,both,66.2,5.18e-103,66.2,6.98e-99
n37,n85,both,36.3,3.85e-34,36.3,5.19e-30
n38,n42,both,30.0,3.75e-18,30.5,2.96e-14
n38,n60,v11_only,30.4,9.55e-19,,
n38,n70,both,32.1,7.72e-23,32.1,1.04e-18
n38,n77,both,30.6,4.27e-16,30.6,5.75e-12
n38,n78,both,30.6,7.69e-15,30.6,1.04e-10
n39,n49,both,34.9,1.01e-34,34.9,1.36e-30
n4,n41,both,51.4,4.30e-82,51.4,5.79e-78
n4,n42,both,65.0,3.27e-106,65.0,4.40e-102
n4,n43,both,38.9,1.14e-58,38.9,1.53e-54
n4,n44,both,47.2,8.99e-72,49.1,1.43e-68
n4,n45,both,46.5,3.78e-70,48.4,4.60e-67
n4,n46,both,47.2,8.99e-72,49.1,1.43e-68
n4,n47,both,73.8,5.75e-119,73.8,7.74e-115
n4,n5,both,50.8,3.20e-69,50.8,4.31e-65
n4,n50,both,32.6,1.09e-31,32.6,1.47e-27
n4,n51,both,52.8,6.87e-80,52.8,9.25e-76
n4,n52,both,47.4,6.34e-69,47.4,8.54e-65
n4,n53,both,47.4,8.28e-69,47.4,1.12e-64
n4,n54,both,48.5,4.09e-68,48.5,5.51e-64
n4,n55,both,46.6,1.71e-66,46.6,2.30e-62
n4,n56,both,47.4,2.02e-67,47.4,2.72e-63
n4,n57,both,46.3,2.91e-66,46.3,3.92e-62
n4,n58,both,40.8,4.94e-62,40.8,6.66e-58
n4,n59,both,51.2,1.46e-85,51.2,1.92e-81
n4,n6,both,49.5,3.38e-71,49.5,4.55e-67
n4,n60,both,45.6,1.23e-74,45.6,1.65e-70
n4,n61,both,46.2,2.79e-73,46.2,3.76e-69
n4,n62,both,50.0,1.38e-71,50.0,1.86e-67
n4,n64,both,48.5,4.49e-67,48.5,6.05e-63
n4,n66,both,50.8,1.25e-81,50.5,1.69e-77
n4,n67,both,36.6,1.50e-42,36.6,2.01e-38
n4,n68,both,51.0,8.67e-83,51.0,1.17e-78
n4,n69,both,48.3,4.55e-73,48.3,6.13e-69
n4,n7,both,50.7,4.76e-81,50.7,6.40e-77
n4,n70,both,50.7,1.43e-77,50.7,1.93e-73
n4,n71,both,52.9,2.60e-87,52.9,3.51e-83
n4,n72,both,45.8,2.53e-66,45.8,3.41e-62
n4,n73,both,44.6,1.18e-63,44.6,1.58e-59
n4,n74,both,51.7,4.48e-76,51.7,6.03e-72
n4,n75,both,57.3,1.46e-87,57.3,1.96e-83
n4,n76,both,48.1,1.87e-77,48.1,2.52e-73
n4,n77,both,48.8,8.97e-80,48.8,1.21e-75
n4,n78,both,46.6,1.34e-67,46.6,1.81e-63
n4,n79,both,32.2,7.46e-31,32.2,1.00e-26
n4,n8,both,49.3,4.43e-70,49.3,5.96e-66
n4,n80,both,47.5,4.46e-71,49.5,7.10e-68
n4,n81,both,49.3,9.60e-74,49.3,1.29e-69
n4,n82,both,36.2,8.21e-41,36.2,1.11e-36
n4,n83,both,38.8,1.59e-52,38.8,2.15e-48
n4,n86,both,54.7,1.63e-83,54.7,2.20e-79
n4,n87,both,46.2,1.45e-66,46.2,1.96e-62
n4,n88,both,49.3,1.30e-67,49.3,1.75e-63
n4,n89,both,49.3,1.29e-78,49.3,1.74e-74
n4,n9,both,47.0,2.89e-70,47.0,3.89e-66
n40,n44,both,30.4,1.08e-24,30.4,1.45e-20
n40,n46,both,30.4,1.08e-24,30.4,1.45e-20
n40,n5,v11_only,32.0,3.83e-22,,
n40,n54,both,31.6,5.60e-25,31.6,7.54e-21
n40,n62,v12_only,,,30.1,2.39e-14
n40,n63,both,46.9,3.65e-70,46.9,4.91e-66
n40,n73,v12_only,,,30.2,2.65e-14
n40,n78,both,30.6,1.36e-27,30.6,1.83e-23
n40,n8,both,30.5,1.07e-23,30.5,1.44e-19
n40,n80,both,30.0,9.11e-24,30.0,1.23e-19
n40,n81,both,30.7,4.52e-23,30.7,6.09e-19
n40,n82,both,30.5,9.43e-21,30.0,1.27e-16
n41,n42,both,56.1,2.01e-98,56.1,2.70e-94
n41,n43,both,42.4,1.84e-51,42.4,2.48e-47
n41,n44,both,45.5,3.64e-68,45.5,4.91e-64
n41,n45,both,44.3,1.01e-65,44.3,1.35e-61
n41,n46,both,45.5,3.64e-68,45.5,4.91e-64
n41,n47,both,46.2,1.49e-69,46.2,2.01e-65
n41,n5,both,44.7,9.32e-61,45.1,1.26e-56
n41,n50,both,36.8,2.97e-37,36.8,4.00e-33
n41,n51,both,51.4,1.15e-77,51.4,1.54e-73
n41,n52,both,43.4,2.18e-61,43.4,2.94e-57
n41,n53,both,46.0,2.11e-64,46.0,2.84e-60
n41,n54,both,47.3,5.18e-63,47.3,6.98e-59
n41,n55,both,44.5,2.39e-60,44.5,3.22e-56
n41,n56,both,44.1,4.50e-59,44.1,6.06e-55
n41,n57,both,43.8,4.50e-59,43.8,6.06e-55
n41,n58,both,40.8,2.06e-55,40.8,2.83e-51
n41,n59,both,45.7,1.20e-71,45.7,1.61e-67
n41,n6,both,46.9,7.21e-64,46.9,9.70e-60
n41,n60,both,41.4,9.72e-69,41.4,1.31e-64
n41,n61,both,42.4,7.44e-69,42.4,1.00e-64
n41,n62,both,50.7,2.88e-69,50.7,3.88e-65
n41,n64,both,45.7,5.68e-62,45.7,7.65e-58
n41,n66,both,44.1,1.21e-71,44.1,1.64e-67
n41,n67,both,33.6,1.16e-37,33.2,3.14e-34
n41,n68,both,46.5,2.89e-73,46.5,3.89e-69
n41,n69,both,44.4,1.01e-57,44.4,1.24e-53
n41,n7,both,46.8,7.12e-72,46.8,9.59e-68
n41,n70,both,45.4,1.34e-67,45.4,1.81e-63
n41,n71,both,44.6,5.02e-70,44.6,6.76e-66
n41,n72,both,43.4,3.46e-58,43.4,4.66e-54
n41,n73,both,44.4,2.32e-62,44.4,3.09e-58
n41,n74,both,46.2,3.22e-66,46.2,4.33e-62
n41,n75,both,46.5,1.24e-62,46.5,1.67e-58
n41,n76,both,44.5,3.01e-70,44.5,4.05e-66
n41,n77,both,47.0,4.49e-74,47.0,6.04e-70
n41,n78,both,43.4,2.23e-62,43.4,3.00e-58
n41,n79,both,33.3,2.48e-34,33.3,3.34e-30
n41,n8,both,48.3,1.74e-66,48.3,2.34e-62
n41,n80,both,44.5,4.45e-66,44.5,6.00e-62
n41,n81,both,45.1,4.99e-65,45.1,6.72e-61
n41,n82,both,32.6,2.67e-34,32.6,3.60e-30
n41,n83,both,42.3,1.90e-48,42.3,2.57e-44
n41,n86,both,45.4,4.32e-68,45.4,5.81e-64
n41,n87,both,46.5,1.84e-61,46.5,2.48e-57
n41,n88,both,42.1,4.05e-53,42.1,5.46e-49
n41,n89,both,47.6,1.55e-74,47.6,2.08e-70
n41,n9,both,47.6,1.01e-65,47.6,1.35e-61
n42,n43,both,39.9,1.92e-59,39.9,2.59e-55
n42,n44,both,51.7,6.62e-78,51.7,8.92e-74
n42,n45,both,45.1,6.57e-76,45.1,8.85e-72
n42,n46,both,51.7,6.62e-78,51.7,8.92e-74
n42,n47,both,64.2,5.62e-101,64.2,7.58e-97
n42,n5,both,46.7,8.23e-66,46.7,7.60e-62
n42,n50,both,32.4,4.44e-33,32.4,5.98e-29
n42,n51,both,54.7,2.88e-84,54.7,3.88e-80
n42,n52,both,50.6,1.56e-75,50.6,2.10e-71
n42,n53,both,51.3,8.26e-77,51.3,1.11e-72
n42,n54,both,49.6,1.31e-74,49.6,1.77e-70
n42,n55,both,47.8,1.49e-70,47.8,2.01e-66
n42,n56,both,48.5,7.91e-72,48.5,1.07e-67
n42,n57,both,48.1,2.30e-71,48.1,3.10e-67
n42,n58,both,42.4,2.97e-62,42.4,4.00e-58
n42,n59,both,51.4,4.24e-85,51.4,5.71e-81
n42,n6,both,48.7,4.51e-72,48.7,4.12e-68
n42,n60,both,52.1,2.23e-84,52.1,3.01e-80
n42,n61,both,53.7,6.10e-87,53.7,8.21e-83
n42,n62,both,52.6,2.47e-78,52.6,2.05e-74
n42,n64,both,51.3,3.21e-73,51.3,4.33e-69
n42,n66,both,55.6,2.01e-88,55.6,2.71e-84
n42,n67,both,41.5,2.21e-51,41.5,2.97e-47
n42,n68,both,56.8,4.79e-90,56.8,6.45e-86
n42,n69,both,51.0,2.41e-74,51.0,3.25e-70
n42,n7,both,53.5,1.25e-84,53.5,1.68e-80
n42,n70,both,54.5,1.58e-84,54.5,2.13e-80
n42,n71,both,52.0,1.72e-86,52.0,2.31e-82
n42,n72,both,47.6,1.10e-67,47.6,1.48e-63
n42,n73,both,45.8,1.87e-72,45.8,2.52e-68
n42,n74,both,49.5,9.98e-76,49.5,1.34e-71
n42,n75,both,54.6,4.25e-79,54.6,5.73e-75
n42,n76,both,49.5,1.54e-82,49.5,2.07e-78
n42,n77,both,53.1,3.31e-85,53.1,4.46e-81
n42,n78,both,49.4,1.82e-72,49.4,2.45e-68
n42,n79,both,30.8,4.84e-30,30.8,6.51e-26
n42,n8,both,50.9,1.42e-76,50.9,1.91e-72
n42,n80,both,50.6,4.75e-76,50.6,6.39e-72
n42,n81,both,52.3,3.11e-81,52.3,3.05e-77
n42,n82,both,41.5,7.07e-50,41.5,9.52e-46
n42,n83,both,40.8,1.23e-53,40.8,1.66e-49
n42,n86,both,54.5,8.66e-85,54.5,1.17e-80
n42,n87,both,45.9,2.48e-66,45.9,3.34e-62
n42,n88,both,48.3,2.21e-67,48.3,2.98e-63
n42,n89,both,52.9,6.48e-87,52.9,8.72e-83
n42,n9,both,49.5,6.07e-74,49.5,8.18e-70
n43,n44,both,38.2,4.62e-55,38.2,6.22e-51
n43,n45,both,41.0,6.39e-55,41.0,8.61e-51
n43,n46,both,38.2,4.62e-55,38.2,6.22e-51
n43,n47,both,40.3,9.08e-59,40.3,1.22e-54
n43,n5,both,40.8,7.91e-52,40.8,1.07e-47
n43,n51,both,45.4,3.65e-71,45.4,4.91e-67
n43,n52,both,42.5,2.42e-52,42.5,3.26e-48
n43,n53,both,43.2,3.38e-54,43.2,4.55e-50
n43,n54,both,41.2,9.16e-52,41.2,1.23e-47
n43,n55,both,36.5,4.37e-46,36.5,5.89e-42
n43,n56,both,37.3,5.16e-47,37.3,6.95e-43
n43,n57,both,36.9,8.81e-47,36.9,1.19e-42
n43,n58,both,37.6,1.93e-45,35.7,1.17e-41
n43,n59,both,44.4,2.19e-65,47.4,1.08e-63
n43,n6,both,45.0,7.57e-55,45.0,1.02e-50
n43,n60,both,40.7,1.13e-59,40.7,1.52e-55
n43,n61,both,46.5,6.35e-60,46.5,8.56e-56
n43,n62,both,40.7,7.88e-51,40.7,1.06e-46
n43,n64,both,39.9,6.52e-50,39.9,8.78e-46
n43,n66,both,45.6,1.16e-64,45.6,1.48e-60
n43,n67,both,32.7,6.44e-31,32.7,8.67e-27
n43,n68,both,41.9,1.88e-64,43.1,2.29e-61
n43,n69,both,35.6,4.29e-47,35.6,5.78e-43
n43,n7,both,41.1,8.72e-62,42.6,3.65e-59
n43,n70,both,39.3,4.64e-52,39.3,6.25e-48
n43,n71,both,48.0,3.97e-67,48.0,5.35e-63
n43,n72,both,36.1,4.62e-50,36.1,6.23e-46
n43,n73,both,38.6,2.78e-50,36.9,3.54e-46
n43,n74,both,38.4,2.64e-52,40.3,1.00e-50
n43,n75,both,41.9,1.47e-55,41.9,1.98e-51
n43,n76,both,40.2,7.43e-61,45.3,2.91e-56
n43,n77,both,47.5,5.69e-61,47.5,7.66e-57
n43,n78,both,42.2,2.64e-55,42.2,3.55e-51
n43,n8,both,43.9,4.45e-54,43.9,5.99e-50
n43,n80,both,41.5,7.13e-56,41.5,9.60e-52
n43,n81,both,41.6,6.21e-55,41.6,8.37e-51
n43,n82,both,30.5,2.71e-29,30.5,3.64e-25
n43,n83,both,33.5,2.61e-32,33.5,3.52e-28
n43,n86,both,48.7,1.94e-68,48.7,2.61e-64
n43,n87,both,42.0,9.15e-53,42.0,1.23e-48
n43,n88,both,37.8,7.17e-42,37.8,9.65e-38
n43,n89,both,43.1,5.05e-57,43.1,6.80e-53
n43,n9,both,36.1,3.36e-48,36.1,4.52e-44
n44,n45,both,93.0,2.30e-163,93.0,3.09e-159
n44,n46,both,100.0,1.70e-174,100.0,2.28e-170
n44,n47,both,48.6,1.34e-70,48.6,1.80e-66
n44,n5,both,59.8,7.53e-98,59.8,1.01e-93
n44,n50,both,33.7,4.02e-34,33.7,5.41e-30
n44,n51,both,50.2,4.44e-74,50.2,5.98e-70
n44,n52,both,67.7,8.77e-103,67.7,1.18e-98
n44,n53,both,68.3,6.71e-103,68.3,9.04e-99
n44,n54,both,64.9,7.65e-99,64.9,1.03e-94
n44,n55,both,55.0,1.49e-78,55.0,2.00e-74
n44,n56,both,55.0,3.92e-79,55.0,5.28e-75
n44,n57,both,55.7,1.35e-79,55.7,1.81e-75
n44,n58,both,52.5,2.42e-80,51.5,1.46e-76
n44,n59,both,46.5,2.67e-71,46.5,3.59e-67
n44,n6,both,59.8,1.61e-97,60.1,7.76e-94
n44,n60,both,47.8,1.38e-67,47.8,1.86e-63
n44,n61,both,46.6,9.92e-66,46.6,1.34e-61
n44,n62,both,63.5,7.27e-97,63.5,9.79e-93
n44,n63,both,31.2,1.11e-26,31.2,1.50e-22
n44,n64,both,65.9,4.45e-99,65.9,5.99e-95
n44,n66,both,46.8,4.44e-74,46.8,5.98e-70
n44,n67,both,35.2,1.60e-31,35.2,2.15e-27
n44,n68,both,49.2,1.13e-77,49.7,6.83e-74
n44,n69,both,56.0,1.32e-88,56.8,3.58e-85
n44,n7,both,49.4,2.78e-76,49.4,3.75e-72
n44,n70,both,47.9,7.86e-76,47.9,1.06e-71
n44,n71,both,44.7,1.91e-69,44.7,2.57e-65
n44,n72,both,58.2,1.05e-99,58.7,2.94e-96
n44,n73,both,50.9,2.69e-79,51.0,1.02e-77
n44,n74,both,78.1,1.33e-128,76.8,1.79e-124
n44,n75,both,48.9,7.34e-69,49.3,2.41e-65
n44,n76,both,49.6,4.16e-72,49.6,5.60e-68
n44,n77,both,46.9,1.17e-74,46.9,1.57e-70
n44,n78,both,56.7,2.44e-93,56.7,3.28e-89
n44,n79,both,34.0,8.81e-32,34.0,1.19e-27
n44,n8,both,98.9,7.88e-152,98.9,1.06e-147
n44,n80,both,97.7,5.11e-171,97.7,6.88e-167
n44,n81,both,60.4,3.86e-102,60.4,5.19e-98
n44,n82,both,34.2,1.60e-31,34.2,2.15e-27
n44,n83,both,47.5,3.08e-67,47.5,4.15e-63
n44,n86,both,48.4,9.29e-71,48.4,1.25e-66
n44,n87,both,56.5,1.04e-88,56.5,1.39e-84
n44,n88,both,47.4,1.58e-73,47.4,2.13e-69
n44,n89,both,46.4,4.16e-72,46.4,5.60e-68
n44,n9,both,55.6,6.82e-91,55.6,9.19e-87
n45,n46,both,93.0,2.30e-163,93.0,3.09e-159
n45,n47,both,47.2,2.55e-69,47.2,3.43e-65
n45,n5,both,59.5,3.03e-97,59.5,4.08e-93
n45,n50,both,35.3,1.06e-34,34.3,1.09e-30
n45,n51,both,47.9,7.86e-74,47.9,1.06e-69
n45,n52,both,66.9,6.28e-101,66.9,8.46e-97
n45,n53,both,66.8,8.21e-101,66.8,1.11e-96
n45,n54,both,64.1,4.20e-97,64.1,5.65e-93
n45,n55,both,54.4,2.15e-77,54.4,2.89e-73
n45,n56,both,54.8,4.33e-78,54.8,5.83e-74
n45,n57,both,55.1,1.94e-78,55.1,2.62e-74
n45,n58,both,52.5,5.38e-80,52.5,7.73e-76
n45,n59,both,46.7,5.95e-71,46.7,8.01e-67
n45,n6,both,58.4,1.78e-97,59.8,1.40e-93
n45,n60,both,47.4,2.10e-66,47.4,2.83e-62
n45,n61,both,42.7,1.32e-65,42.7,1.78e-61
n45,n62,both,62.7,1.05e-95,62.7,1.41e-91
n45,n63,both,30.5,4.67e-25,30.5,6.29e-21
n45,n64,both,64.7,2.70e-96,64.7,3.64e-92
n45,n66,both,46.8,5.27e-75,46.8,7.09e-71
n45,n67,both,35.7,1.30e-31,35.7,1.75e-27
n45,n68,both,48.8,2.28e-78,49.3,1.80e-74
n45,n69,both,57.6,2.49e-87,57.6,3.35e-83
n45,n7,both,49.0,3.65e-76,49.0,4.91e-72
n45,n70,both,47.6,5.09e-75,47.6,6.86e-71
n45,n71,both,43.3,1.61e-68,44.8,3.35e-65
n45,n72,both,58.9,3.73e-100,58.9,5.02e-96
n45,n73,both,50.5,3.52e-79,50.7,2.28e-77
n45,n74,both,76.5,1.92e-127,76.5,2.58e-123
n45,n75,both,47.1,1.05e-65,47.5,4.26e-62
n45,n76,both,49.3,4.96e-73,49.3,6.68e-69
n45,n77,both,46.2,9.04e-75,46.2,1.22e-70
n45,n78,both,56.6,6.01e-92,56.6,8.09e-88
n45,n79,both,36.0,5.52e-34,36.0,7.43e-30
n45,n8,both,92.7,1.76e-143,92.7,2.37e-139
n45,n80,both,94.0,3.21e-165,94.0,4.32e-161
n45,n81,both,58.8,1.41e-99,58.8,1.90e-95
n45,n82,both,35.2,3.41e-32,35.2,4.60e-28
n45,n83,both,46.1,6.82e-65,46.1,9.18e-61
n45,n86,both,48.4,6.43e-72,48.4,8.67e-68
n45,n87,both,56.1,1.95e-87,56.1,2.63e-83
n45,n88,both,47.7,9.27e-74,47.7,1.25e-69
n45,n89,both,45.8,9.82e-72,45.8,1.32e-67
n45,n9,both,52.8,7.39e-88,53.5,9.95e-84
n46,n47,both,48.6,1.34e-70,48.6,1.80e-66
n46,n5,both,59.8,7.53e-98,59.8,1.01e-93
n46,n50,both,33.7,4.02e-34,33.7,5.41e-30
n46,n51,both,50.2,4.44e-74,50.2,5.98e-70
n46,n52,both,67.7,8.77e-103,67.7,1.18e-98
n46,n53,both,68.3,6.71e-103,68.3,9.04e-99
n46,n54,both,64.9,7.65e-99,64.9,1.03e-94
n46,n55,both,55.0,1.49e-78,55.0,2.00e-74
n46,n56,both,55.0,3.92e-79,55.0,5.28e-75
n46,n57,both,55.7,1.35e-79,55.7,1.81e-75
n46,n58,both,52.5,2.42e-80,51.5,1.46e-76
n46,n59,both,46.5,2.67e-71,46.5,3.59e-67
n46,n6,both,59.8,1.61e-97,60.1,7.76e-94
n46,n60,both,47.8,1.38e-67,47.8,1.86e-63
n46,n61,both,46.6,9.92e-66,46.6,1.34e-61
n46,n62,both,63.5,7.27e-97,63.5,9.79e-93
n46,n63,both,31.2,1.11e-26,31.2,1.50e-22
n46,n64,both,65.9,4.45e-99,65.9,5.99e-95
n46,n66,both,46.8,4.44e-74,46.8,5.98e-70
n46,n67,both,35.2,1.60e-31,35.2,2.15e-27
n46,n68,both,49.2,1.13e-77,49.7,6.83e-74
n46,n69,both,56.0,1.32e-88,56.8,3.58e-85
n46,n7,both,49.4,2.78e-76,49.4,3.75e-72
n46,n70,both,47.9,7.86e-76,47.9,1.06e-71
n46,n71,both,44.7,1.91e-69,44.7,2.57e-65
n46,n72,both,58.2,1.05e-99,58.7,2.94e-96
n46,n73,both,50.9,2.69e-79,51.0,1.02e-77
n46,n74,both,78.1,1.33e-128,76.8,1.79e-124
n46,n75,both,48.9,7.34e-69,49.3,2.41e-65
n46,n76,both,49.6,4.16e-72,49.6,5.60e-68
n46,n77,both,46.9,1.17e-74,46.9,1.57e-70
n46,n78,both,56.7,2.44e-93,56.7,3.28e-89
n46,n79,both,34.0,8.81e-32,34.0,1.19e-27
n46,n8,both,98.9,7.88e-152,98.9,1.06e-147
n46,n80,both,97.7,5.11e-171,97.7,6.88e-167
n46,n81,both,60.4,3.86e-102,60.4,5.19e-98
n46,n82,both,34.2,1.60e-31,34.2,2.15e-27
n46,n83,both,47.5,3.08e-67,47.5,4.15e-63
n46,n86,both,48.4,9.29e-71,48.4,1.25e-66
n46,n87,both,56.5,1.04e-88,56.5,1.39e-84
n46,n88,both,47.4,1.58e-73,47.4,2.13e-69
n46,n89,both,46.4,4.16e-72,46.4,5.60e-68
n46,n9,both,55.6,6.82e-91,55.6,9.19e-87
n47,n49,v11_only,30.8,5.89e-06,,
n47,n5,both,50.4,9.94e-71,50.4,1.34e-66
n47,n50,both,32.5,4.75e-35,32.5,6.39e-31
n47,n51,both,52.8,2.15e-76,52.8,2.90e-72
n47,n52,both,48.3,2.18e-69,48.3,2.94e-65
n47,n53,both,50.2,1.23e-72,50.2,1.66e-68
n47,n54,both,50.0,6.75e-71,50.0,9.09e-67
n47,n55,both,47.9,6.93e-68,47.9,9.33e-64
n47,n56,both,48.7,4.80e-69,48.7,6.46e-65
n47,n57,both,47.9,4.06e-68,47.9,5.47e-64
n47,n58,both,43.1,1.42e-64,43.1,1.92e-60
n47,n59,both,50.5,8.57e-78,50.5,1.15e-73
n47,n6,both,50.4,8.33e-70,50.4,1.12e-65
n47,n60,both,45.7,7.92e-71,46.1,1.07e-66
n47,n61,both,47.3,2.23e-73,47.3,3.00e-69
n47,n62,both,52.1,2.13e-72,52.1,2.87e-68
n47,n64,both,47.9,2.09e-64,47.9,2.81e-60
n47,n66,both,48.5,8.13e-76,48.1,1.10e-71
n47,n67,both,38.7,3.09e-45,38.7,3.46e-41
n47,n68,both,49.1,3.30e-77,49.1,4.47e-73
n47,n69,both,47.4,3.73e-67,47.4,5.03e-63
n47,n7,both,49.7,6.88e-75,49.7,9.26e-71
n47,n70,both,52.3,4.61e-76,52.3,6.20e-72
n47,n71,both,52.6,1.70e-81,52.6,7.69e-78
n47,n72,both,45.0,3.12e-67,45.0,4.20e-63
n47,n73,both,43.5,6.04e-63,43.5,8.13e-59
n47,n74,both,51.3,3.00e-72,51.3,4.05e-68
