v213	v163	25.9	9.93	21
v074	v070	49.0	2.22e-75	272
v074	v051	49.1	7.15e-74	267
v074	v007	49.1	7.15e-74	267
v074	v019	47.3	9.34e-74	267
v074	v066	47.8	9.34e-74	267
v074	v021	51.3	3e-72	262
v074	v001	52.0	3e-72	262
v074	v047	51.3	3e-72	262
v074	v061	46.1	6.27e-70	254
v074	v036	49.1	1.4e-69	253
v074	v060	44.3	5.3e-69	251
v074	v071	44.9	5.3e-69	251
v074	v059	45.5	5.3e-69	251
v074	v041	46.2	3.22e-66	242
v074	v020	44.5	2.72e-65	239
v074	v043	40.3	7.44e-55	204
v074	v067	35.0	6.77e-32	128
v074	v050	32.1	4.39e-31	125
v074	v040	29.7	5.55e-26	108
v074	v063	27.5	1.85e-21	93
v074	v038	25.6	3.38e-15	72
v074	v065	28.4	4.89e-06	42
v074	v003	23.0	4.89e-06	42
v074	v035	22.2	6.38e-06	42
v074	v037	25.8	1.86e-05	40
v074	v017	30.1	9.22e-05	38
v074	v039	20.9	0.00102	34
v074	v049	26.7	0.00133	34
v074	v039	22.4	1.38	24
v074	v049	24.6	1.8	23
v073	v053	62.2	7.07e-96	341
v073	v006	57.6	1.57e-95	339
v073	v062	60.7	9.55e-93	330
v073	v052	60.1	2.13e-92	329
v073	v005	58.1	8.94e-91	324
v073	v002	60.1	3.76e-89	318
v073	v009	55.2	2.44e-88	315
v073	v072	56.2	2.44e-88	315
v073	v024	54.5	1.21e-87	313
v073	v054	59.1	2.06e-87	312
v073	v064	57.3	4.59e-87	311
v073	v016	56.9	4.75e-84	301
v073	v056	56.0	1.81e-83	299
v073	v057	55.3	8.96e-83	297
v073	v027	50.7	8.96e-83	297
v073	v022	50.7	8.96e-83	297
v073	v055	54.9	4.45e-82	295
v073	v044	51.0	7.59e-82	294
v073	v046	51.0	7.59e-82	294
v073	v015	51.0	7.59e-82	294
v073	v029	50.7	1.29e-81	293
v073	v045	50.7	1.69e-81	293
v073	v014	50.7	1.69e-81	293
v073	v025	50.3	4.92e-81	291
v073	v023	51.0	4.92e-81	291
v073	v058	53.7	8.39e-81	290
v073	v030	53.4	7.85e-79	284
v073	v011	53.4	7.85e-79	284
v073	v012	53.1	1.03e-78	283
v073	v031	53.1	1.03e-78	283
v073	v008	53.2	2.98e-78	282
v073	v026	53.1	3.9e-78	282
v073	v013	52.7	8.68e-78	280
v073	v010	52.7	2.14e-76	276
v073	v032	50.9	5.82e-74	268
v073	v028	47.5	5.82e-74	268
v073	v018	49.3	1.87e-72	263
v073	v042	45.8	1.87e-72	263
v073	v033	49.4	8.7e-70	254
v073	v051	46.0	7.37e-69	251
v073	v034	48.2	3.66e-68	248
v073	v068	45.2	3.09e-67	245
v073	v066	46.6	2.01e-66	243
v073	v001	44.6	1.22e-63	233
v073	v070	43.3	1.22e-63	233
v073	v004	44.6	1.22e-63	233
v073	v007	44.3	3.54e-63	232
v073	v069	45.8	4.62e-63	231
v073	v047	43.5	6.04e-63	231
v073	v021	43.5	6.04e-63	231
v073	v041	44.4	2.3e-62	229
v073	v019	43.0	8.72e-62	227
v073	v071	43.2	1.14e-61	227
v073	v059	42.1	1.26e-60	223
v073	v061	46.5	4.79e-60	221
v073	v036	44.9	6.25e-60	221
v073	v060	45.0	6.91e-59	218
v073	v020	42.0	4.64e-55	205
v073	v043	36.9	2.63e-50	189
v073	v067	30.3	1.89e-32	130
v073	v050	26.1	1.9e-24	103
v073	v063	27.1	5.72e-21	92
v073	v040	30.2	2.03e-18	83
v073	v038	29.3	1.51e-13	67
v073	v003	27.7	8.57e-09	51
v073	v035	26.5	1.46e-08	50
v073	v037	32.4	0.000128	37
v073	v039	25.9	0.00083	35
v073	v037	33.3	0.00142	34
v073	v017	29.5	0.00241	33
v073	v049	25.2	0.00917	31
v073	v065	22.1	0.101	28
v072	v053	70.9	8.29e-108	380
v072	v052	68.6	1.73e-105	372
v072	v024	62.2	2.26e-105	372
v072	v062	68.8	2.95e-105	372
v072	v016	67.9	4.26e-104	368
v072	v029	60.1	3.05e-102	362
v072	v005	62.7	6.8e-102	361
v072	v046	58.7	2.19e-100	356
v072	v015	58.7	2.19e-100	356
v072	v044	58.7	2.19e-100	356
v072	v023	59.5	2.86e-100	355
v072	v045	58.9	3.73e-100	355
v072	v014	58.9	3.73e-100	355
v072	v006	62.1	1.09e-99	353
v072	v025	58.6	1.42e-99	353
v072	v027	58.6	1.85e-99	352
v072	v022	58.6	1.85e-99	352
v072	v054	65.3	1.73e-97	346
v072	v002	64.9	2.26e-97	346
v072	v064	63.9	1.92e-96	342
v072	v012	61.5	3.61e-95	338
v072	v031	61.5	3.61e-95	338
v072	v011	61.1	4.72e-95	338
v072	v030	61.1	4.72e-95	338
v072	v008	60.8	1.37e-94	336
v072	v026	60.7	1.79e-94	336
v072	v013	60.7	2.34e-94	335
v072	v010	59.9	1.86e-91	326
v072	v009	54.8	3.16e-91	325
v072	v028	57.2	5.97e-90	321
v072	v032	54.5	2.77e-87	312
v072	v033	54.5	1.02e-81	294
v072	v057	56.8	1.33e-81	293
v072	v056	56.4	1.74e-81	293
v072	v055	56.2	3.88e-81	292
v072	v034	51.9	5.79e-77	278
v072	v058	50.3	4.91e-76	275
v072	v018	47.9	4.75e-71	258
v072	v069	47.6	1.81e-70	256
v072	v068	46.2	1.81e-70	256
v072	v007	45.1	2.36e-70	256
v072	v066	44.1	3.4e-69	252
v072	v042	47.6	1.1e-67	247
v072	v019	44.7	1.1e-67	247
v072	v047	45.0	3.19e-67	245
v072	v021	45.0	3.19e-67	245
v072	v004	45.8	2.7e-66	242
v072	v061	45.3	1.75e-65	240
v072	v051	44.3	2.98e-65	239
v072	v070	43.5	3.3e-64	235
v072	v001	44.5	1.25e-63	233
v072	v060	41.3	4.76e-63	231
v072	v036	43.1	8.12e-63	231
v072	v059	38.9	2.21e-60	223
v072	v071	39.9	4.93e-60	221
v072	v041	43.4	3.53e-58	215
v072	v020	41.6	7.87e-58	214
v072	v043	36.1	4.62e-50	188
v072	v050	29.4	1.15e-24	104
v072	v067	29.8	7.43e-24	101
v072	v040	29.6	1.66e-23	100
v072	v063	27.2	3.12e-22	96
v072	v038	26.8	5.9e-13	65
v072	v003	25.3	9.75e-08	48
v072	v035	24.5	4.84e-07	45
v072	v017	29.4	0.000225	37
v072	v065	27.9	0.000501	35
v072	v037	24.3	0.00325	33
v072	v049	23.5	0.0123	31
v072	v039	20.4	0.0275	30
v072	v042	31.0	0.136	27
v071	v059	80.9	9.57e-146	506
v071	v051	60.6	2.01e-111	392
v071	v020	57.8	5.5e-101	357
v071	v036	57.7	5.5e-101	357
v071	v066	55.4	3.33e-98	348
v071	v068	54.5	4.35e-98	348
v071	v007	53.5	6.95e-96	341
v071	v061	55.2	1.71e-94	336
v071	v019	52.5	1.77e-91	326
v071	v060	57.7	6.73e-91	324
v071	v004	52.9	2.65e-87	312
v071	v042	52.0	1.72e-86	309
v071	v018	51.0	1.23e-84	303
v071	v047	52.6	5.71e-82	294
v071	v021	52.6	5.71e-82	294
v071	v001	51.4	1.08e-80	290
v071	v070	47.9	6.33e-73	264
v071	v027	44.7	3.84e-70	255
v071	v022	44.7	3.84e-70	255
v071	v041	44.6	5.02e-70	255
v071	v025	45.1	1.12e-69	253
v071	v044	44.7	1.91e-69	253
v071	v046	44.7	1.91e-69	253
v071	v015	44.7	1.91e-69	253
v071	v014	44.8	2.49e-69	252
v071	v045	44.8	2.49e-69	252
v071	v029	44.4	5.55e-69	251
v071	v023	45.1	2.11e-68	249
v071	v030	47.5	2.75e-68	249
v071	v011	47.5	2.75e-68	249
v071	v012	46.8	3.6e-68	248
v071	v031	46.8	3.6e-68	248
v071	v026	47.5	4.7e-68	248
v071	v005	48.1	6.13e-68	248
v071	v057	45.6	2.33e-67	246
v071	v016	46.6	3.04e-67	245
v071	v013	47.2	3.04e-67	245
v071	v043	48.0	3.97e-67	245
v071	v056	45.2	8.86e-67	244
v071	v006	46.7	8.86e-67	244
v071	v008	46.2	8.86e-67	244
v071	v055	45.2	1.51e-66	243
v071	v033	46.2	2.58e-66	242
v071	v062	47.3	4.39e-66	242
v071	v053	47.0	5.74e-66	241
v071	v010	46.8	5.74e-66	241
v071	v052	47.0	1.08e-64	237
v071	v034	45.8	5.37e-64	235
v071	v064	44.0	3.48e-63	232
v071	v024	44.9	1.32e-62	230
v071	v069	43.0	2.5e-61	226
v071	v054	43.4	4.26e-61	225
v071	v002	43.0	1.62e-60	223
v071	v032	42.7	1.51e-58	216
v071	v058	39.6	4.4e-58	215
v071	v009	41.7	2.42e-56	209
v071	v028	37.9	2.05e-55	206
v071	v067	35.6	5.05e-46	175
v071	v050	29.8	4.15e-32	129
v071	v063	27.7	2.88e-25	106
v071	v040	25.4	3.09e-19	86
v071	v037	26.1	0.00529	32
v071	v049	24.8	0.0262	30
v071	v017	23.8	7.15	22
v070	v042	54.5	1.58e-84	303
v070	v027	51.1	2e-79	286
v070	v022	51.1	2e-79	286
v070	v018	49.2	1.69e-78	283
v070	v001	51.0	2.88e-78	282
v070	v068	52.0	3.77e-78	282
v070	v007	50.9	6.43e-78	281
v070	v004	50.7	1.43e-77	280
v070	v066	49.8	4.17e-77	278
v070	v029	48.6	5.44e-77	278
v070	v023	49.5	1.21e-76	277
v070	v006	53.9	2.7e-76	275
v070	v069	47.8	4.61e-76	275
v070	v047	52.3	4.61e-76	275
v070	v021	52.3	4.61e-76	275
v070	v046	47.9	7.86e-76	274
v070	v044	47.9	7.86e-76	274
v070	v015	47.9	7.86e-76	274
v070	v051	49.8	2.29e-75	272
v070	v014	47.6	5.09e-75	271
v070	v045	47.6	5.09e-75	271
v070	v025	47.6	6.65e-75	271
v070	v060	50.4	1.13e-74	270
v070	v053	53.3	1.48e-74	270
v070	v026	49.8	1.94e-74	269
v070	v013	49.8	2.53e-74	269
v070	v061	46.3	2.53e-74	269
v070	v062	49.6	4.31e-74	268
v070	v036	50.7	1.25e-73	267
v070	v009	47.3	1.25e-73	267
v070	v033	51.3	1.64e-73	266
v070	v008	49.1	1.64e-73	266
v070	v011	49.1	2.14e-73	266
v070	v030	49.1	2.14e-73	266
v070	v052	51.1	3.65e-73	265
v070	v059	47.3	8.13e-73	264
v070	v019	44.7	1.06e-72	263
v070	v031	48.7	1.39e-72	263
v070	v012	48.7	1.39e-72	263
v070	v010	48.0	3.42e-71	258
v070	v016	49.4	3.42e-71	258
v070	v054	49.1	9.94e-71	257
v070	v005	50.2	9.94e-71	257
v070	v032	45.3	1.7e-70	256
v070	v002	48.3	1.87e-69	253
v070	v034	50.5	2.45e-69	252
v070	v064	48.3	7.12e-69	251
v070	v024	45.8	3.53e-68	248
v070	v041	45.4	1.34e-67	247
v070	v020	47.0	4.32e-66	242
v070	v058	44.0	8.43e-62	227
v070	v056	46.8	7.14e-61	224
v070	v028	41.8	1.59e-60	223
v070	v057	45.7	6.04e-60	221
v070	v055	46.1	6.04e-60	221
v070	v043	39.3	4.64e-52	195
v070	v067	36.6	5.49e-45	171
v070	v050	32.9	1.66e-33	133
v070	v063	29.9	3.46e-31	126
v070	v040	29.7	1.66e-25	107
v070	v038	32.1	7.72e-23	98
v070	v017	24.1	0.00398	32
v070	v037	28.7	0.0052	32
v070	v049	29.6	0.0198	30
v070	v039	24.4	0.0751	28
v069	v046	56.8	2.66e-89	319
v069	v044	56.8	2.66e-89	319
v069	v015	56.8	2.66e-89	319
v069	v029	56.8	7.73e-89	317
v069	v030	60.8	2.25e-88	315
v069	v011	60.8	2.25e-88	315
v069	v013	61.2	2.94e-88	315
v069	v026	60.4	6.55e-88	314
v069	v025	57.6	1.12e-87	313
v069	v014	57.6	2.49e-87	312
v069	v045	57.6	2.49e-87	312
v069	v008	58.5	4.24e-87	311
v069	v031	61.2	1.23e-86	310
v069	v012	61.2	1.23e-86	310
v069	v010	60.4	1.61e-86	309
v069	v022	54.9	1.97e-84	302
v069	v027	54.9	1.97e-84	302
v069	v023	54.8	3.72e-83	298
v069	v062	56.0	3.48e-81	292
v069	v016	53.9	2.94e-80	289
v069	v064	53.9	9.47e-79	283
v069	v053	53.2	2.11e-78	282
v069	v052	55.1	6.14e-78	281
v069	v024	50.4	5.75e-76	274
v069	v009	51.1	9.8e-76	273
v069	v033	51.2	3.73e-75	272
v069	v005	50.5	1.08e-74	270
v069	v042	51.0	2.41e-74	269
v069	v034	51.9	3.15e-74	268
v069	v006	50.0	1.57e-73	266
v069	v004	48.3	4.55e-73	265
v069	v054	51.2	1.46e-71	260
v069	v018	45.9	2.5e-71	259
v069	v002	50.8	7.27e-71	257
v069	v001	48.4	1.98e-68	249
v069	v021	47.4	3.73e-67	245
v069	v047	47.4	3.73e-67	245
v069	v032	44.7	5.39e-66	241
v069	v059	45.4	2.96e-64	235
v069	v056	46.3	6.59e-64	234
v069	v028	48.6	6.59e-64	234
v069	v055	46.3	5.58e-63	231
v069	v057	45.9	7.29e-63	231
v069	v068	48.1	1.62e-62	230
v069	v007	46.5	1.62e-62	230
v069	v036	46.6	2.77e-62	229
v069	v051	46.7	6.82e-61	224
v069	v066	46.5	8.91e-61	224
v069	v019	40.8	4.42e-60	221
v069	v061	41.4	4.42e-60	221
v069	v060	44.5	5.4e-58	215
v069	v020	45.2	7.06e-58	214
v069	v041	44.4	9.22e-58	214
v069	v058	43.8	5.98e-57	211
v069	v043	35.6	4.29e-47	178
v069	v067	35.1	1.03e-32	131
v069	v050	32.3	1.48e-31	127
v069	v063	28.6	6.88e-29	118
v069	v040	28.6	7.37e-23	98
v069	v038	28.4	9.33e-18	81
v069	v017	24.0	0.000344	36
v069	v039	21.4	0.000449	35
v069	v065	28.0	0.00131	34
v069	v037	23.4	0.0247	30
v069	v049	25.4	0.0322	29
v069	v003	22.2	0.0322	29
v069	v037	26.7	0.0421	29
v069	v035	20.8	0.122	27
v069	v049	38.9	1.77	23
v068	v066	92.1	1.18e-167	579
v068	v007	88.4	2.16e-161	558
v068	v019	73.4	5.54e-133	464
v068	v061	71.3	1.12e-125	439
v068	v060	66.8	4.4e-122	428
v068	v036	58.0	9.84e-106	373
v068	v051	57.9	9.21e-104	367
v068	v059	54.1	1.02e-94	337
v068	v020	54.4	1.8e-91	326
v068	v042	56.9	1.69e-89	319
v068	v018	51.2	3.89e-86	308
v068	v004	49.0	1.69e-81	293
v068	v001	50.0	6.42e-81	291
v068	v045	49.3	1.34e-78	283
v068	v014	49.3	1.34e-78	283
v068	v025	49.0	3.9e-78	282
v068	v044	49.7	5.09e-78	281
v068	v029	49.3	5.09e-78	281
v068	v015	49.7	5.09e-78	281
v068	v046	49.7	5.09e-78	281
v068	v021	49.1	3.3e-77	278
v068	v047	49.1	3.3e-77	278
v068	v062	54.0	7.35e-77	277
v068	v022	49.0	9.6e-77	277
v068	v027	49.0	9.6e-77	277
v068	v031	51.7	1.25e-76	277
v068	v012	51.7	1.25e-76	277
v068	v030	52.0	6.22e-76	274
v068	v011	52.0	6.22e-76	274
v068	v052	52.3	2.36e-75	272
v068	v016	51.8	2.36e-75	272
v068	v026	51.3	6.88e-75	271
v068	v013	51.3	8.98e-75	270
v068	v008	51.3	1.53e-74	270
v068	v053	50.9	2.61e-74	269
v068	v006	50.5	3.41e-74	268
v068	v023	47.2	4.46e-74	268
v068	v064	51.5	4.46e-74	268
v068	v010	51.3	1.3e-73	267
v068	v041	46.5	2.89e-73	265
v068	v024	49.8	3.77e-73	265
v068	v033	47.6	1.94e-69	253
v068	v054	49.6	4.32e-69	252
v068	v056	48.1	1.64e-68	250
v068	v057	47.7	2.14e-68	249
v068	v002	49.2	4.77e-68	248
v068	v055	47.3	1.39e-67	247
v068	v005	45.9	9e-67	244
v068	v034	46.0	5.84e-66	241
v068	v032	44.9	5.84e-66	241
v068	v043	43.1	1.7e-65	240
v068	v009	42.6	4.62e-63	231
v068	v028	43.3	1.35e-62	230
v068	v058	41.7	4.33e-61	225
v068	v067	39.3	7.42e-45	171
v068	v050	31.8	3.45e-34	136
v068	v063	29.8	7.71e-26	108
v068	v040	28.0	5e-25	105
v068	v038	27.7	2.1e-15	73
v068	v049	27.9	1.51e-05	40
v068	v037	30.1	1.97e-05	40
v068	v003	27.0	3.37e-05	39
v067	v042	41.5	2.21e-51	193
v067	v060	40.2	4.61e-49	185
v067	v061	38.6	4.77e-46	175
v067	v019	38.0	2.37e-45	173
v067	v021	38.7	3.09e-45	173
v067	v047	38.7	3.09e-45	173
v067	v001	38.8	4.04e-45	172
v067	v007	39.0	8.99e-45	171
v067	v036	39.8	1.53e-44	170
v067	v066	39.3	4.46e-44	169
v067	v004	36.6	1.87e-42	163
v067	v059	34.0	9.3e-42	161
v067	v018	34.1	2.07e-41	160
v067	v020	33.3	1.34e-40	157
v067	v033	36.0	1.75e-40	157
v067	v034	37.2	8.71e-40	154
v067	v051	34.9	1.49e-39	154
v067	v041	33.2	2.8e-38	149
v067	v032	33.7	6.9e-37	145
v067	v050	33.2	1.1e-34	138
v067	v058	34.1	1.1e-34	138
v067	v009	36.2	3.2e-34	136
v067	v027	36.9	1.59e-33	134
v067	v022	36.9	1.59e-33	134
v067	v053	33.6	6.04e-33	132
v067	v057	35.7	7.89e-33	131
v067	v054	33.7	1.35e-32	131
v067	v052	34.3	1.35e-32	131
v067	v002	33.7	1.76e-32	130
v067	v056	35.7	2.3e-32	130
v067	v062	32.4	5.12e-32	129
v067	v010	35.2	8.73e-32	128
v067	v055	35.3	8.73e-32	128
v067	v025	35.7	1.14e-31	127
v067	v031	35.7	1.49e-31	127
v067	v045	35.7	1.49e-31	127
v067	v008	34.6	1.49e-31	127
v067	v014	35.7	1.49e-31	127
v067	v012	35.7	1.49e-31	127
v067	v011	35.2	1.94e-31	127
v067	v015	35.2	1.94e-31	127
v067	v046	35.2	1.94e-31	127
v067	v030	35.2	1.94e-31	127
v067	v044	35.2	1.94e-31	127
v067	v026	35.2	1.94e-31	127
v067	v023	35.6	2.54e-31	126
v067	v006	34.2	3.32e-31	126
v067	v043	32.7	7.39e-31	125
v067	v029	35.2	9.65e-31	124
v067	v013	34.8	3.67e-30	122
v067	v016	31.4	4.79e-30	122
v067	v064	31.5	3.1e-29	119
v067	v024	31.3	5.29e-29	119
v067	v005	32.3	6.91e-29	118
v067	v028	33.6	2.46e-26	110
v067	v063	30.3	8.75e-24	101
v067	v040	27.9	3.8e-19	86
v067	v038	25.9	4.07e-13	66
v067	v003	30.2	0.00101	35
v067	v035	28.4	0.00382	33
v067	v037	31.8	0.0941	28
v067	v039	25.0	0.21	27
v067	v049	35.9	5.16	22
v067	v037	33.3	5.16	22
v067	v049	36.4	6.74	22
v066	v007	85.8	2.47e-157	545
v066	v019	73.7	1.61e-132	462
v066	v061	71.6	3.48e-127	445
v066	v060	68.0	5.55e-125	437
v066	v036	56.5	1.42e-104	369
v066	v051	56.1	7.3e-101	357
v066	v059	55.3	7.07e-96	341
v066	v020	52.9	2.88e-89	319
v066	v042	53.2	7.08e-88	314
v066	v018	49.3	4.75e-84	301
v066	v004	50.8	1.29e-81	293
v066	v001	49.5	3.9e-78	282
v066	v027	48.3	2.79e-76	275
v066	v022	48.3	2.79e-76	275
v066	v021	48.5	8.13e-76	274
v066	v047	48.5	8.13e-76	274
v066	v052	53.0	2.36e-75	272
v066	v014	46.8	5.27e-75	271
v066	v045	46.8	5.27e-75	271
v066	v062	52.2	8.98e-75	270
v066	v029	46.8	1.53e-74	270
v066	v025	46.5	1.53e-74	270
v066	v044	46.8	4.46e-74	268
v066	v015	46.8	4.46e-74	268
v066	v046	46.8	4.46e-74	268
v066	v016	51.9	5.82e-74	268
v066	v023	47.2	5.82e-74	268
v066	v053	51.3	9.93e-74	267
v066	v031	50.2	1.3e-73	267
v066	v012	50.2	1.3e-73	267
v066	v024	46.2	6.44e-73	264
v066	v011	50.2	1.87e-72	263
v066	v064	50.9	1.87e-72	263
v066	v030	50.2	1.87e-72	263
v066	v006	50.9	2.45e-72	262
v066	v026	49.8	7.12e-72	261
v066	v013	49.8	9.3e-72	260
v066	v041	44.1	1.21e-71	260
v066	v008	49.8	1.59e-71	260
v066	v010	49.8	7.87e-71	257
v066	v033	47.6	1.26e-68	250
v066	v056	47.6	1.39e-67	247
v066	v054	48.1	1.39e-67	247
v066	v057	47.2	1.81e-67	246
v066	v002	48.3	2.01e-66	243
v066	v055	46.4	3.42e-66	242
v066	v032	44.0	4.47e-66	242
v066	v043	45.6	1.1e-64	237
v066	v034	45.0	3.2e-64	235
v066	v005	44.0	3.2e-64	235
v066	v009	41.8	1.49e-61	226
v066	v058	42.8	7.38e-61	224
v066	v028	41.8	9.64e-61	224
v066	v050	31.6	9.09e-35	138
v066	v063	29.5	4.52e-26	109
v066	v040	28.2	7.22e-24	101
v066	v038	28.8	3.25e-16	76
v066	v037	30.1	1.97e-05	40
v066	v049	27.9	1.97e-05	40
v066	v003	24.8	7.5e-05	38
v065	v049	27.1	5.16e-07	45
v065	v026	28.4	6.74e-07	45
v065	v013	28.4	6.74e-07	45
v065	v044	28.4	8.81e-07	44
v065	v008	28.4	8.81e-07	44
v065	v046	28.4	8.81e-07	44
v065	v015	28.4	8.81e-07	44
v065	v011	28.4	8.81e-07	44
v065	v030	28.4	8.81e-07	44
v065	v016	31.4	1.96e-06	43
v065	v023	32.3	9.74e-06	41
v065	v027	32.3	9.74e-06	41
v065	v010	27.6	9.74e-06	41
v065	v022	32.3	9.74e-06	41
v065	v037	28.0	1.27e-05	40
v065	v029	27.6	1.66e-05	40
v065	v025	27.7	1.66e-05	40
v065	v012	27.7	3.7e-05	39
v065	v014	27.7	3.7e-05	39
v065	v031	27.7	3.7e-05	39
v065	v045	27.7	3.7e-05	39
v065	v033	29.3	4.83e-05	39
v065	v009	26.2	0.000141	37
v065	v038	23.4	0.00024	36
v065	v034	27.3	0.000698	35
v065	v062	26.2	0.00203	33
v065	v052	24.5	0.00346	32
v065	v056	26.9	0.00771	31
v065	v057	26.9	0.0101	31
v065	v064	25.4	0.0101	31
v065	v047	26.9	0.0172	30
v065	v021	26.9	0.0172	30
v065	v004	25.0	0.0293	29
v065	v034	44.8	0.0383	29
v065	v058	34.0	0.05	28
v065	v053	23.9	0.05	28
v065	v018	23.1	0.19	27
v065	v028	52.0	0.248	26
v065	v024	21.5	0.248	26
v065	v032	23.7	0.553	25
v065	v020	34.3	3.58	22
v065	v043	44.0	3.58	22
v064	v053	70.0	5.8e-107	377
v064	v062	69.6	9.89e-107	376
v064	v052	67.7	2.88e-106	375
v064	v006	68.4	2.44e-105	372
v064	v005	66.8	8.11e-101	357
v064	v009	67.7	2e-99	352
v064	v027	66.7	2.61e-99	352
v064	v022	66.7	2.61e-99	352
v064	v011	65.9	4.45e-99	351
v064	v046	65.9	4.45e-99	351
v064	v044	65.9	4.45e-99	351
v064	v015	65.9	4.45e-99	351
v064	v030	65.9	4.45e-99	351
v064	v016	65.9	1.29e-98	349
v064	v024	66.0	1.29e-98	349
v064	v029	65.5	3.77e-98	348
v064	v026	65.1	4.92e-98	347
v064	v008	65.1	1.1e-97	346
v064	v013	64.7	1.87e-97	346
v064	v031	64.7	2.7e-96	342
v064	v012	64.7	2.7e-96	342
v064	v014	64.7	2.7e-96	342
v064	v045	64.7	2.7e-96	342
v064	v010	64.7	7.86e-96	340
v064	v025	64.3	7.86e-96	340
v064	v002	62.2	8.69e-95	337
v064	v054	61.8	1.48e-94	336
v064	v023	63.6	1.48e-94	336
v064	v056	57.9	4.32e-86	308
v064	v057	57.1	2.14e-85	305
v064	v032	57.6	2.8e-85	305
v064	v055	56.3	2.37e-84	302
v064	v028	56.2	1.88e-81	292
v064	v033	60.9	2.71e-80	289
v064	v034	59.7	7.39e-78	280
v064	v018	53.0	1.44e-73	266
v064	v042	51.3	3.21e-73	265
v064	v051	51.9	1.03e-71	260
v064	v058	51.2	3.01e-71	258
v064	v007	50.2	1.95e-70	256
v064	v036	49.4	6.27e-69	251
v064	v061	48.7	1.4e-68	250
v064	v019	47.2	1.54e-67	246
v064	v004	48.5	4.49e-67	245
v064	v060	47.6	6.49e-66	241
v064	v001	48.5	4.2e-65	238
v064	v047	47.9	2.09e-64	236
v064	v021	47.9	2.09e-64	236
v064	v059	45.1	6.07e-64	234
v064	v041	45.7	5.68e-62	228
v064	v020	44.7	1.11e-57	213
v064	v043	39.9	6.52e-50	188
v064	v050	31.5	2.18e-29	119
v064	v040	29.3	3.98e-23	99
v064	v063	28.0	1.28e-21	94
v064	v038	26.9	3.5e-11	59
v064	v017	31.8	0.000142	37
v064	v037	28.1	0.000922	34
v064	v049	29.3	0.000922	34
v064	v039	26.9	0.0387	29
v064	v039	22.1	0.0506	28
v064	v049	30.5	0.113	27
v063	v040	46.9	3.65e-70	255
v063	v018	31.4	1.23e-33	134
v063	v042	28.9	6.29e-30	121
v063	v047	29.6	1e-27	114
v063	v021	29.6	1e-27	114
v063	v059	28.6	1.31e-27	114
v063	v001	29.5	1.71e-27	113
v063	v004	29.0	1.71e-27	113
v063	v046	31.2	1.11e-26	111
v063	v015	31.2	1.11e-26	111
v063	v044	31.2	1.11e-26	111
v063	v007	30.7	5.51e-26	108
v063	v045	30.5	4.67e-25	105
v063	v026	31.1	4.67e-25	105
v063	v014	30.5	4.67e-25	105
v063	v002	28.8	4.67e-25	105
v063	v011	31.1	6.1e-25	105
v063	v030	31.1	6.1e-25	105
v063	v008	31.1	6.1e-25	105
v063	v061	27.6	1.04e-24	104
v063	v054	28.4	1.04e-24	104
v063	v025	30.1	1.04e-24	104
v063	v029	30.1	2.32e-24	103
v063	v013	31.1	2.32e-24	103
v063	v057	31.4	3.95e-24	102
v063	v056	31.1	3.95e-24	102
v063	v009	28.1	1.15e-23	101
v063	v055	30.9	1.96e-23	100
v063	v010	30.2	7.45e-23	98
v063	v012	29.8	7.45e-23	98
v063	v031	29.8	7.45e-23	98
v063	v022	27.8	9.73e-23	97
v063	v027	27.8	9.73e-23	97
v063	v033	29.7	1.66e-22	97
v063	v016	28.1	2.17e-22	96
v063	v024	28.1	2.17e-22	96
v063	v058	29.6	2.83e-22	96
v063	v006	28.9	2.83e-22	96
v063	v023	27.0	2.83e-22	96
v063	v053	26.8	1.84e-21	93
v063	v051	26.4	1.84e-21	93
v063	v060	26.6	3.13e-21	92
v063	v028	26.3	4.09e-21	92
v063	v019	26.1	5.34e-21	92
v063	v005	26.8	9.11e-21	91
v063	v036	27.0	9.11e-21	91
v063	v032	26.8	9.11e-21	91
v063	v020	30.5	9.11e-21	91
v063	v062	28.4	1.55e-20	90
v063	v052	26.4	4.52e-20	89
v063	v041	25.3	7.71e-20	88
v063	v034	25.5	1.45e-18	84
v063	v050	26.3	2.48e-18	83
v063	v043	21.8	4.1e-13	65
v063	v038	26.7	1.01e-11	61
v063	v049	27.3	0.0947	28
v062	v053	74.8	5.92e-115	404
v062	v052	71.7	5.73e-110	387
v062	v006	69.0	2.26e-106	375
v062	v054	70.2	2.95e-106	375
v062	v002	69.3	2.11e-104	369
v062	v005	68.2	2.33e-103	365
v062	v016	69.0	1.28e-101	359
v062	v009	64.8	7.03e-100	354
v062	v024	65.5	2.04e-99	352
v062	v029	63.5	2.5e-97	345
v062	v015	63.5	7.27e-97	344
v062	v046	63.5	7.27e-97	344
v062	v044	63.5	7.27e-97	344
v062	v011	63.6	1.62e-96	342
v062	v030	63.6	1.62e-96	342
v062	v057	64.7	3.61e-96	341
v062	v056	64.7	6.16e-96	341
v062	v022	63.3	8.04e-96	340
v062	v027	63.3	8.04e-96	340
v062	v014	62.7	1.05e-95	340
v062	v045	62.7	1.05e-95	340
v062	v008	62.7	1.79e-95	339
v062	v055	64.1	1.79e-95	339
v062	v026	62.8	1.79e-95	339
v062	v031	62.8	2.34e-95	339
v062	v012	62.8	2.34e-95	339
v062	v013	62.5	3.06e-95	338
